"No.","Time","Delta-time","Source","Destination","Protocol","Length","Info","Source port","Destination port"
"2903","8.170846","0.000250","192.168.68.121","142.250.75.38","HTTP2","537","HEADERS[3]: GET /activityi;src=4721227;type=30dt70;cat=spoti000;ord=6862623461416;npa=0;auiddc=164182516.1740480185;u1=il;ps=1;pcor=1005427816;uaa=x86;uab=64;uafvl=Not(A%253ABrand%3B99.0.0.0%7CGoogle%2520Chrome%3B133.0.6943.128%7CChromium%3B133.0.6943.128;uamb=0;uam=;uap=Windows;uapv=10.0.0;uaw=0;pscdl=noapi;frm=0;gtm=45fe52o0v9181661347z86154771za201zb879996884;gcs=G111;gcd=13n3n3n3n5l1;dma=0;tag_exp=101732282~101732284~102067808~102482433~102539968~102558064~102587591~102605417~102640600~102658453~102717422;epver=2;~oref=https%3A%2F%2Fwww.spotify.com%2Fil-he%2Fpremium%2F?","51342","443"
"2904","8.174964","0.004118","192.168.68.121","162.159.61.3","HTTP2","110","HEADERS[181]: POST /dns-query","51286","443"
"2905","8.175090","0.000126","192.168.68.121","162.159.61.3","HTTP2","110","HEADERS[183]: POST /dns-query","51286","443"
"2906","8.175154","0.000064","192.168.68.121","162.159.61.3","DoH","213","Standard query 0x0000 A c.us.heap-api.com OPT","51286","443"
"2907","8.175207","0.000053","192.168.68.121","162.159.61.3","DoH","213","Standard query 0x0000 HTTPS c.us.heap-api.com OPT","51286","443"
"2908","8.180109","0.004902","157.240.196.35","192.168.68.121","TLSv1.3","1429","Compressed Certificate, Certificate Verify, Finished","443","51340"
"2909","8.180109","0.000000","35.190.43.134","192.168.68.121","TCP","60","443  >  51335 [ACK] Seq=5310 Ack=2383 Win=77824 Len=0","443","51335"
"2910","8.180109","0.000000","162.159.61.3","192.168.68.121","TCP","60","443  >  51286 [ACK] Seq=53821 Ack=20957 Win=319488 Len=0","443","51286"
"2911","8.180109","0.000000","162.159.61.3","192.168.68.121","TCP","60","443  >  51286 [ACK] Seq=53821 Ack=21116 Win=323584 Len=0","443","51286"
"2912","8.180109","0.000000","142.250.75.98","192.168.68.121","HTTP2","472","HEADERS[1]: 200 OK","443","51337"
"2913","8.180109","0.000000","142.250.75.98","192.168.68.121","HTTP2","101","DATA[1]","443","51337"
"2914","8.180109","0.000000","142.250.75.38","192.168.68.121","TCP","66","443  >  51350 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=4096","443","51350"
"2915","8.180109","0.000000","162.159.61.3","192.168.68.121","HTTP2","110","HEADERS[173]: 200 OK","443","51286"
"2916","8.180109","0.000000","162.159.61.3","192.168.68.121","DoH","553","Standard query response 0x0000 A insight.adsrvr.org A 15.197.193.217 A 3.33.220.150 A 35.71.131.137 A 52.223.40.198 OPT","443","51286"
"2917","8.180109","0.000000","172.66.0.227","192.168.68.121","TCP","66","443  >  51348 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=4096","443","51348"
"2918","8.180109","0.000000","142.250.75.98","192.168.68.121","HTTP2","85","DATA[1] (text/html)","443","51337"
"2919","8.180109","0.000000","142.250.75.98","192.168.68.121","HTTP2","93","PING[0]","443","51337"
"2920","8.180109","0.000000","104.244.42.67","192.168.68.121","TCP","66","443  >  51349 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=4096","443","51349"
"2921","8.180319","0.000210","192.168.68.121","157.240.196.35","TCP","54","51340  >  443 [ACK] Seq=1759 Ack=2776 Win=131584 Len=0","51340","443"
"2922","8.180361","0.000042","192.168.68.121","162.159.61.3","TCP","54","51286  >  443 [ACK] Seq=21976 Ack=54376 Win=131584 Len=0","51286","443"
"2923","8.180380","0.000019","192.168.68.121","142.250.75.98","TCP","54","51337  >  443 [ACK] Seq=4427 Ack=7132 Win=130816 Len=0","51337","443"
"2924","8.180396","0.000016","192.168.68.121","172.66.0.227","TCP","54","51348  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0","51348","443"
"2925","8.180410","0.000014","192.168.68.121","104.244.42.67","TCP","54","51349  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0","51349","443"
"2926","8.180495","0.000085","162.159.61.3","192.168.68.121","HTTP2","110","HEADERS[175]: 200 OK","443","51286"
"2927","8.180495","0.000000","162.159.61.3","192.168.68.121","DoH","553","Standard query response 0x0000 HTTPS insight.adsrvr.org SOA dns1.p08.nsone.net OPT","443","51286"
"2928","8.180495","0.000000","216.239.38.53","192.168.68.121","TLSv1.3","1454","Server Hello, Change Cipher Spec","443","51346"
"2929","8.180495","0.000000","216.239.38.53","192.168.68.121","TCP","1454","443  >  51346 [PSH, ACK] Seq=1401 Ack=1857 Win=73728 Len=1400 [TCP PDU reassembled in 2957]","443","51346"
"2930","8.180545","0.000050","192.168.68.121","162.159.61.3","TCP","54","51286  >  443 [ACK] Seq=21976 Ack=54931 Win=130816 Len=0","51286","443"
"2931","8.180563","0.000018","192.168.68.121","216.239.38.53","TCP","54","51346  >  443 [ACK] Seq=1857 Ack=2801 Win=131584 Len=0","51346","443"
"2932","8.181222","0.000659","142.250.75.34","192.168.68.121","HTTP2","370","HEADERS[3]: 200 OK","443","51339"
"2933","8.182173","0.000951","192.168.68.121","104.244.42.67","TCP","1454","51349  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=1400 [TCP PDU reassembled in 2934]","51349","443"
"2934","8.182173","0.000000","192.168.68.121","104.244.42.67","TLSv1.3","449","Client Hello (SNI=analytics.twitter.com)","51349","443"
"2935","8.182863","0.000690","192.168.68.121","172.66.0.227","TCP","1454","51348  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=1400 [TCP PDU reassembled in 2936]","51348","443"
"2936","8.182863","0.000000","192.168.68.121","172.66.0.227","TLSv1.3","400","Client Hello (SNI=t.co)","51348","443"
"2937","8.182975","0.000112","192.168.68.121","142.250.75.98","HTTP2","93","PING[0]","51337","443"
"2938","8.184632","0.001657","192.168.68.121","157.240.196.35","TLSv1.3","118","Change Cipher Spec, Finished","51340","443"
"2939","8.185318","0.000686","192.168.68.121","15.197.193.217","TCP","66","51351  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM","51351","443"
"2940","8.186919","0.001601","192.168.68.121","157.240.196.35","HTTP2","146","Magic, SETTINGS[0], WINDOW_UPDATE[0]","51340","443"
"2941","8.187946","0.001027","192.168.68.121","142.250.75.34","HTTP2","89","RST_STREAM[3]","51339","443"
"2942","8.188603","0.000657","192.168.68.121","157.240.196.35","HTTP2","845","HEADERS[1]: GET /tr/?id=1483047915331997&ev=PageView&dl=https%3A%2F%2Fwww.spotify.com%2Fil-he%2Fpremium%2F&rl=https%3A%2F%2Fwww.google.com%2F&if=false&ts=1740677617212&sw=1536&sh=864&v=2.9.184&r=stable&ec=0&o=4125&fbp=fb.1.1740480187073.889805638439340827&eid=ob3_plugin-set_fc60db1c71ecdd496b4f6b83b97f0f8f4562e4b455eb8355112cb5eb0c4b4024&ler=other&cdl=API_unavailable&it=1740677617073&coo=false&dpo=LDU&dpoco=0&dpost=0&rqm=GET","51340","443"
"2943","8.188738","0.000135","192.168.68.121","157.240.196.35","HTTP2","520","HEADERS[3]: GET /privacy_sandbox/pixel/register/trigger/?id=1483047915331997&ev=PageView&dl=https%3A%2F%2Fwww.spotify.com%2Fil-he%2Fpremium%2F&rl=https%3A%2F%2Fwww.google.com%2F&if=false&ts=1740677617212&sw=1536&sh=864&v=2.9.184&r=stable&ec=0&o=4125&fbp=fb.1.1740480187073.889805638439340827&eid=ob3_plugin-set_fc60db1c71ecdd496b4f6b83b97f0f8f4562e4b455eb8355112cb5eb0c4b4024&ler=other&cdl=API_unavailable&it=1740677617073&coo=false&dpo=LDU&dpoco=0&dpost=0&rqm=FGET","51340","443"
"2944","8.195131","0.006393","192.168.68.121","192.168.1.1","DNS","85","Standard query 0xee0b PTR 227.0.66.172.in-addr.arpa","60237","53"
"2945","8.204192","0.009061","192.168.68.121","162.159.61.3","HTTP2","110","HEADERS[185]: POST /dns-query","51286","443"
"2946","8.204277","0.000085","192.168.68.121","162.159.61.3","HTTP2","110","HEADERS[187]: POST /dns-query","51286","443"
"2947","8.204319","0.000042","192.168.68.121","162.159.61.3","DoH","213","Standard query 0x0000 A tr6.snapchat.com OPT","51286","443"
"2948","8.204343","0.000024","192.168.68.121","162.159.61.3","DoH","213","Standard query 0x0000 HTTPS tr6.snapchat.com OPT","51286","443"
"2949","8.208286","0.003943","192.168.68.121","162.159.61.3","HTTP2","110","HEADERS[189]: POST /dns-query","51286","443"
"2950","8.208364","0.000078","192.168.68.121","162.159.61.3","HTTP2","110","HEADERS[191]: POST /dns-query","51286","443"
"2951","8.208412","0.000048","192.168.68.121","162.159.61.3","DoH","213","Standard query 0x0000 A q-aeu1.contentsquare.net OPT","51286","443"
"2952","8.208468","0.000056","192.168.68.121","162.159.61.3","DoH","213","Standard query 0x0000 HTTPS q-aeu1.contentsquare.net OPT","51286","443"
"2953","8.213022","0.004554","216.239.38.53","192.168.68.121","TCP","1454","443  >  51346 [ACK] Seq=2801 Ack=1857 Win=73728 Len=1400 [TCP PDU reassembled in 2957]","443","51346"
"2954","8.213022","0.000000","142.250.75.34","192.168.68.121","HTTP2","85","DATA[3]","443","51339"
"2955","8.213022","0.000000","216.239.38.53","192.168.68.121","TCP","1454","443  >  51346 [PSH, ACK] Seq=4201 Ack=1857 Win=73728 Len=1400 [TCP PDU reassembled in 2957]","443","51346"
"2956","8.213022","0.000000","142.250.75.34","192.168.68.121","HTTP2","93","PING[0]","443","51339"
"2957","8.213022","0.000000","216.239.38.53","192.168.68.121","TLSv1.3","985","Encrypted Extensions, Certificate, Certificate Verify, Finished","443","51346"
"2958","8.213022","0.000000","142.250.75.98","192.168.68.121","HTTP2","172","DATA[3]","443","51337"
"2959","8.213022","0.000000","142.250.75.98","192.168.68.121","HTTP2","85","DATA[3] (text/html)","443","51337"
"2960","8.213022","0.000000","142.250.75.34","192.168.68.121","HTTP2","121","HEADERS[5]: 200 OK","443","51339"
"2961","8.213022","0.000000","142.250.75.34","192.168.68.121","HTTP2","85","DATA[5]","443","51339"
"2962","8.213022","0.000000","54.246.144.89","192.168.68.121","TLSv1.3","1454","Server Hello, Change Cipher Spec, Encrypted Extensions","443","51341"
"2963","8.213022","0.000000","54.246.144.89","192.168.68.121","TCP","1454","443  >  51341 [PSH, ACK] Seq=1401 Ack=1765 Win=73728 Len=1400 [TCP PDU reassembled in 2977]","443","51341"
"2964","8.213022","0.000000","54.246.144.89","192.168.68.121","TCP","1350","443  >  51341 [PSH, ACK] Seq=2801 Ack=1765 Win=73728 Len=1296 [TCP PDU reassembled in 2977]","443","51341"
"2965","8.213128","0.000106","192.168.68.121","142.250.75.34","TCP","54","51339  >  443 [ACK] Seq=4003 Ack=6874 Win=131584 Len=0","51339","443"
"2966","8.213154","0.000026","192.168.68.121","216.239.38.53","TCP","54","51346  >  443 [ACK] Seq=1857 Ack=6532 Win=131584 Len=0","51346","443"
"2967","8.213166","0.000012","192.168.68.121","142.250.75.98","TCP","54","51337  >  443 [ACK] Seq=4466 Ack=7281 Win=130816 Len=0","51337","443"
"2968","8.213175","0.000009","192.168.68.121","54.246.144.89","TCP","54","51341  >  443 [ACK] Seq=1765 Ack=4097 Win=131584 Len=0","51341","443"
"2969","8.213695","0.000520","192.168.68.121","142.250.75.34","HTTP2","93","PING[0]","51339","443"
"2970","8.217260","0.003565","192.168.68.121","216.239.38.53","TLSv1.3","128","Change Cipher Spec, Encrypted Extensions, Finished","51346","443"
"2971","8.217557","0.000297","192.168.68.121","216.239.38.53","HTTP2","146","Magic, SETTINGS[0], WINDOW_UPDATE[0]","51346","443"
"2972","8.217747","0.000190","192.168.68.121","216.239.38.53","HTTP2","573","HEADERS[1]: POST /events/0fa3d40aff36fa2be290e9ca55b92715eea93952d6f658afdc2df607a8b3ce17","51346","443"
"2973","8.217811","0.000064","192.168.68.121","216.239.38.53","HTTP2","611","DATA[1] (text/plain)","51346","443"
"2974","8.225046","0.007235","54.246.144.89","192.168.68.121","TCP","1454","443  >  51341 [ACK] Seq=4097 Ack=1765 Win=73728 Len=1400 [TCP PDU reassembled in 2977]","443","51341"
"2975","8.225091","0.000045","192.168.68.121","54.246.144.89","TCP","54","51341  >  443 [ACK] Seq=1765 Ack=5497 Win=131584 Len=0","51341","443"
"2976","8.225143","0.000052","54.246.144.89","192.168.68.121","TCP","1454","443  >  51341 [PSH, ACK] Seq=5497 Ack=1765 Win=73728 Len=1400 [TCP PDU reassembled in 2977]","443","51341"
"2977","8.225179","0.000036","54.246.144.89","192.168.68.121","TLSv1.3","425","Certificate, Certificate Verify, Finished","443","51341"
"2978","8.225179","0.000000","104.18.19.248","192.168.68.121","TCP","60","443  >  51343 [ACK] Seq=3483 Ack=1888 Win=73728 Len=0","443","51343"
"2979","8.225198","0.000019","192.168.68.121","54.246.144.89","TCP","54","51341  >  443 [ACK] Seq=1765 Ack=7268 Win=131584 Len=0","51341","443"
"2980","8.225254","0.000056","104.18.19.248","192.168.68.121","TCP","60","443  >  51343 [ACK] Seq=3483 Ack=1980 Win=73728 Len=0","443","51343"
"2981","8.225254","0.000000","104.18.19.248","192.168.68.121","TCP","60","443  >  51343 [ACK] Seq=3483 Ack=2462 Win=77824 Len=0","443","51343"
"2982","8.225254","0.000000","142.250.75.98","192.168.68.121","HTTP2","203","DATA[5] (text/html)","443","51337"
"2983","8.225254","0.000000","192.168.1.1","192.168.68.121","DNS","147","Standard query response 0xc042 PTR 180.68.48.52.in-addr.arpa PTR ec2-52-48-68-180.eu-west-1.compute.amazonaws.com","53","56970"
"2984","8.225254","0.000000","162.159.61.3","192.168.68.121","TCP","60","443  >  51286 [ACK] Seq=54931 Ack=21546 Win=327680 Len=0","443","51286"
"2985","8.225254","0.000000","162.159.61.3","192.168.68.121","HTTP2","110","HEADERS[179]: 200 OK","443","51286"
"2986","8.225254","0.000000","162.159.61.3","192.168.68.121","DoH","553","Standard query response 0x0000 HTTPS heapanalytics.com SOA ns-2009.awsdns-59.co.uk OPT","443","51286"
"2987","8.225254","0.000000","162.159.61.3","192.168.68.121","HTTP2","110","HEADERS[177]: 200 OK","443","51286"
"2988","8.225254","0.000000","142.250.75.134","192.168.68.121","TCP","1454","443  >  51338 [ACK] Seq=6596 Ack=3595 Win=77824 Len=1400 [TCP PDU reassembled in 2991]","443","51338"
"2989","8.225254","0.000000","162.159.61.3","192.168.68.121","DoH","553","Standard query response 0x0000 A heapanalytics.com A 3.229.154.37 A 52.71.7.221 A 3.209.74.162 A 3.217.178.225 A 54.165.173.71 A 44.196.191.83 A 54.164.132.22 A 98.82.250.179 OPT","443","51286"
"2990","8.225254","0.000000","104.18.19.248","192.168.68.121","HTTP2","710","HEADERS[1]: 204 No Content","443","51343"
"2991","8.225254","0.000000","142.250.75.134","192.168.68.121","TLSv1.3","1383","PING[0]","443","51338"
"2992","8.225254","0.000000","35.186.224.24","192.168.68.121","TCP","60","443  >  51315 [ACK] Seq=39823 Ack=31299 Win=147456 Len=0","443","51315"
"2993","8.225372","0.000118","192.168.68.121","162.159.61.3","TCP","54","51286  >  443 [ACK] Seq=22836 Ack=56041 Win=131584 Len=0","51286","443"
"2994","8.225392","0.000020","192.168.68.121","142.250.75.134","TCP","54","51338  >  443 [ACK] Seq=3595 Ack=9325 Win=131584 Len=0","51338","443"
"2995","8.225960","0.000568","192.168.68.121","192.168.1.1","DNS","86","Standard query 0xfe81 PTR 67.42.244.104.in-addr.arpa","50710","53"
"2996","8.226276","0.000316","192.168.68.121","142.250.75.134","HTTP2","93","PING[0]","51338","443"
"2997","8.226369","0.000093","192.168.68.121","104.18.19.248","HTTP2","85","SETTINGS[0]","51343","443"
"2998","8.226692","0.000323","192.168.68.121","3.229.154.37","TCP","66","51352  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM","51352","443"
"2999","8.227936","0.001244","192.168.68.121","54.246.144.89","TLSv1.3","134","Change Cipher Spec, Finished","51341","443"
"3000","8.229026","0.001090","192.168.68.121","54.246.144.89","HTTP2","146","Magic, SETTINGS[0], WINDOW_UPDATE[0]","51341","443"
"3001","8.229548","0.000522","192.168.68.121","54.246.144.89","HTTP2","633","HEADERS[1]: GET /spp.pl?a=10000&.yp=10100341&ec=UID_Collection_AllPages_PageLoad&gtmcb=12835646","51341","443"
"3002","8.229648","0.000100","192.168.68.121","54.246.144.89","HTTP2","152","HEADERS[3]: GET /spp.pl?a=10000&.yp=10100341&ec=LandingPage&gtmcb=1030752383","51341","443"
"3003","8.234743","0.005095","192.168.68.121","192.168.68.1","DNS","85","Standard query 0xee0b PTR 227.0.66.172.in-addr.arpa","60237","53"
"3004","8.241284","0.006541","142.250.75.34","192.168.68.121","TCP","1454","443  >  51339 [ACK] Seq=6874 Ack=3968 Win=81920 Len=1400 [TCP PDU reassembled in 3005]","443","51339"
"3005","8.241284","0.000000","142.250.75.34","192.168.68.121","TLSv1.3","1454","[TLS segment of a reassembled PDU]","443","51339"
"3006","8.241284","0.000000","142.250.75.34","192.168.68.121","TLSv1.3","1454","[TLS segment of a reassembled PDU]","443","51339"
"3007","8.241336","0.000052","192.168.68.121","142.250.75.34","TCP","54","51339  >  443 [ACK] Seq=4042 Ack=11074 Win=131584 Len=0","51339","443"
"3008","8.241430","0.000094","142.250.75.34","192.168.68.121","TLSv1.3","1454","[TLS segment of a reassembled PDU]","443","51339"
"3009","8.241430","0.000000","65.9.112.48","192.168.68.121","TCP","60","443  >  51345 [ACK] Seq=4855 Ack=1815 Win=73728 Len=0","443","51345"
"3010","8.241430","0.000000","142.250.75.38","192.168.68.121","TCP","60","443  >  51342 [ACK] Seq=5610 Ack=1812 Win=73728 Len=0","443","51342"
"3011","8.241430","0.000000","142.250.75.38","192.168.68.121","TCP","60","443  >  51342 [ACK] Seq=5610 Ack=1904 Win=73728 Len=0","443","51342"
"3012","8.241430","0.000000","142.250.75.38","192.168.68.121","TCP","60","443  >  51342 [ACK] Seq=5610 Ack=3149 Win=77824 Len=0","443","51342"
"3013","8.241430","0.000000","65.9.112.48","192.168.68.121","TLSv1.3","233","New Session Ticket","443","51345"
"3014","8.241430","0.000000","65.9.112.48","192.168.68.121","HTTP2","116","SETTINGS[0], WINDOW_UPDATE[0]","443","51345"
"3015","8.241430","0.000000","142.250.75.38","192.168.68.121","TCP","60","443  >  51342 [ACK] Seq=5610 Ack=3632 Win=77824 Len=0","443","51342"
"3016","8.241430","0.000000","162.159.61.3","192.168.68.121","TCP","60","443  >  51286 [ACK] Seq=56041 Ack=21658 Win=327680 Len=0","443","51286"
"3017","8.241430","0.000000","65.9.112.48","192.168.68.121","TCP","60","443  >  51345 [ACK] Seq=5096 Ack=1907 Win=73728 Len=0","443","51345"
"3018","8.241430","0.000000","65.9.112.48","192.168.68.121","TCP","60","443  >  51345 [ACK] Seq=5096 Ack=2462 Win=77824 Len=0","443","51345"
"3019","8.241430","0.000000","157.240.196.35","192.168.68.121","TCP","60","443  >  51340 [ACK] Seq=2776 Ack=1823 Win=73728 Len=0","443","51340"
"3020","8.241430","0.000000","142.250.75.134","192.168.68.121","TCP","1454","443  >  51338 [ACK] Seq=9325 Ack=3595 Win=77824 Len=1400 [TCP PDU reassembled in 3025]","443","51338"
"3021","8.241430","0.000000","65.9.112.48","192.168.68.121","HTTP2","85","SETTINGS[0]","443","51345"
"3022","8.241506","0.000076","192.168.68.121","142.250.75.34","TCP","54","51339  >  443 [ACK] Seq=4042 Ack=12474 Win=131584 Len=0","51339","443"
"3023","8.241521","0.000015","192.168.68.121","65.9.112.48","TCP","54","51345  >  443 [ACK] Seq=2462 Ack=5127 Win=131328 Len=0","51345","443"
"3024","8.241532","0.000011","192.168.68.121","142.250.75.134","TCP","54","51338  >  443 [ACK] Seq=3634 Ack=10725 Win=131584 Len=0","51338","443"
"3025","8.241577","0.000045","142.250.75.134","192.168.68.121","TLSv1.3","984","DATA[3]","443","51338"
"3026","8.241577","0.000000","162.159.61.3","192.168.68.121","HTTP2","89","WINDOW_UPDATE[181]","443","51286"
"3027","8.241577","0.000000","157.240.196.35","192.168.68.121","TCP","60","443  >  51340 [ACK] Seq=2776 Ack=1915 Win=73728 Len=0","443","51340"
"3028","8.241577","0.000000","162.159.61.3","192.168.68.121","HTTP2","89","WINDOW_UPDATE[183]","443","51286"
"3029","8.241577","0.000000","142.250.75.34","192.168.68.121","TLSv1.3","1454","[TLS segment of a reassembled PDU]","443","51339"
"3030","8.241606","0.000029","192.168.68.121","142.250.75.134","TCP","54","51338  >  443 [ACK] Seq=3634 Ack=11655 Win=130560 Len=0","51338","443"
"3031","8.241617","0.000011","192.168.68.121","162.159.61.3","TCP","54","51286  >  443 [ACK] Seq=22836 Ack=56111 Win=131328 Len=0","51286","443"
"3032","8.241626","0.000009","192.168.68.121","142.250.75.34","TCP","54","51339  >  443 [ACK] Seq=4042 Ack=13874 Win=131584 Len=0","51339","443"
"3033","8.241667","0.000041","142.250.75.34","192.168.68.121","TLSv1.3","1454","[TLS segment of a reassembled PDU]","443","51339"
"3034","8.241667","0.000000","142.250.75.38","192.168.68.121","HTTP2","1038","SETTINGS[0], WINDOW_UPDATE[0]","443","51342"
"3035","8.241667","0.000000","142.250.75.38","192.168.68.121","HTTP2","85","SETTINGS[0]","443","51342"
"3036","8.241667","0.000000","104.244.42.67","192.168.68.121","TCP","60","443  >  51349 [ACK] Seq=1 Ack=1401 Win=69632 Len=0","443","51349"
"3037","8.241700","0.000033","192.168.68.121","142.250.75.34","TCP","54","51339  >  443 [ACK] Seq=4042 Ack=15274 Win=131584 Len=0","51339","443"
"3038","8.241714","0.000014","192.168.68.121","142.250.75.38","TCP","54","51342  >  443 [ACK] Seq=3632 Ack=6625 Win=131584 Len=0","51342","443"
"3039","8.241794","0.000080","192.168.68.121","65.9.112.48","HTTP2","85","SETTINGS[0]","51345","443"
"3040","8.242057","0.000263","192.168.68.121","142.250.75.38","HTTP2","85","SETTINGS[0]","51342","443"
"3041","8.253127","0.011070","54.246.144.89","192.168.68.121","TLSv1.3","1454","Server Hello, Change Cipher Spec, Encrypted Extensions","443","51344"
"3042","8.253127","0.000000","172.66.0.227","192.168.68.121","TCP","60","443  >  51348 [ACK] Seq=1 Ack=1401 Win=69632 Len=0","443","51348"
"3043","8.253127","0.000000","54.246.144.89","192.168.68.121","TCP","1454","443  >  51344 [PSH, ACK] Seq=1401 Ack=1765 Win=73728 Len=1400 [TCP PDU reassembled in 3050]","443","51344"
"3044","8.253127","0.000000","172.66.0.227","192.168.68.121","TCP","60","443  >  51348 [ACK] Seq=1 Ack=1747 Win=73728 Len=0","443","51348"
"3045","8.253127","0.000000","54.246.144.89","192.168.68.121","TCP","1454","443  >  51344 [ACK] Seq=2801 Ack=1765 Win=73728 Len=1400 [TCP PDU reassembled in 3050]","443","51344"
"3046","8.253127","0.000000","142.250.75.98","192.168.68.121","TCP","60","443  >  51337 [ACK] Seq=7430 Ack=4466 Win=81920 Len=0","443","51337"
"3047","8.253127","0.000000","54.246.144.89","192.168.68.121","TCP","1454","443  >  51344 [PSH, ACK] Seq=4201 Ack=1765 Win=73728 Len=1400 [TCP PDU reassembled in 3050]","443","51344"
"3048","8.253207","0.000080","192.168.68.121","54.246.144.89","TCP","54","51344  >  443 [ACK] Seq=1765 Ack=5601 Win=131584 Len=0","51344","443"
"3049","8.255598","0.002391","15.197.193.217","192.168.68.121","TCP","66","443  >  51351 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=4096","443","51351"
"3050","8.255598","0.000000","54.246.144.89","192.168.68.121","TLSv1.3","1454","Certificate","443","51344"
"3051","8.255598","0.000000","192.168.1.1","192.168.68.121","DNS","147","Standard query response 0xee0b No such name PTR 227.0.66.172.in-addr.arpa SOA cruz.ns.cloudflare.com","53","60237"
"3052","8.255598","0.000000","54.246.144.89","192.168.68.121","TLSv1.3","321","Certificate Verify, Finished","443","51344"
"3053","8.255598","0.000000","104.244.42.67","192.168.68.121","TCP","60","443  >  51349 [ACK] Seq=1 Ack=1796 Win=73728 Len=0","443","51349"
"3054","8.255598","0.000000","157.240.196.35","192.168.68.121","TCP","60","443  >  51340 [ACK] Seq=2776 Ack=2706 Win=77824 Len=0","443","51340"
"3055","8.255598","0.000000","157.240.196.35","192.168.68.121","TCP","60","443  >  51340 [ACK] Seq=2776 Ack=3172 Win=77824 Len=0","443","51340"
"3056","8.255689","0.000091","192.168.68.121","15.197.193.217","TCP","54","51351  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0","51351","443"
"3057","8.255761","0.000072","192.168.68.121","54.246.144.89","TCP","54","51344  >  443 [ACK] Seq=1765 Ack=7268 Win=131584 Len=0","51344","443"
"3058","8.255981","0.000220","192.168.68.121","54.246.144.89","TLSv1.3","134","Change Cipher Spec, Finished","51344","443"
"3059","8.256134","0.000153","192.168.68.121","224.0.0.251","MDNS","91","Standard query 0x0000 PTR 227.0.66.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"3060","8.256339","0.000205","192.168.68.121","15.197.193.217","TCP","1454","51351  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=1400 [TCP PDU reassembled in 3061]","51351","443"
"3061","8.256339","0.000000","192.168.68.121","15.197.193.217","TLSv1.2","446","Client Hello (SNI=insight.adsrvr.org)","51351","443"
"3062","8.256359","0.000020","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","111","Standard query 0x0000 PTR 227.0.66.172.in-addr.arpa.local, ""QM"" question","5353","5353"
"3063","8.267184","0.010825","192.168.68.121","142.250.75.98","TCP","54","51337  >  443 [ACK] Seq=4466 Ack=7430 Win=130560 Len=0","51337","443"
"3064","8.267313","0.000129","192.168.68.121","192.168.68.1","DNS","86","Standard query 0xfe81 PTR 67.42.244.104.in-addr.arpa","50710","53"
"3065","8.287022","0.019709","172.66.0.227","192.168.68.121","TLSv1.3","1454","Server Hello, Change Cipher Spec","443","51348"
"3066","8.287022","0.000000","142.250.75.34","192.168.68.121","TLSv1.3","1454","[TLS segment of a reassembled PDU]","443","51339"
"3067","8.287022","0.000000","172.66.0.227","192.168.68.121","TCP","1454","443  >  51348 [PSH, ACK] Seq=1401 Ack=1747 Win=73728 Len=1400 [TCP PDU reassembled in 3069]","443","51348"
"3068","8.287022","0.000000","142.250.75.34","192.168.68.121","TLSv1.3","1454","[TLS segment of a reassembled PDU]","443","51339"
"3069","8.287022","0.000000","172.66.0.227","192.168.68.121","TLSv1.3","996","Encrypted Extensions, Compressed Certificate, Certificate Verify, Finished","443","51348"
"3070","8.287133","0.000111","192.168.68.121","142.250.75.34","TCP","54","51339  >  443 [ACK] Seq=4042 Ack=18074 Win=131584 Len=0","51339","443"
"3071","8.287178","0.000045","192.168.68.121","172.66.0.227","TCP","54","51348  >  443 [ACK] Seq=1747 Ack=3743 Win=131584 Len=0","51348","443"
"3072","8.287623","0.000445","142.250.75.34","192.168.68.121","TLSv1.3","1454","HEADERS[1]: 200 OK","443","51339"
"3073","8.287623","0.000000","216.239.38.53","192.168.68.121","TCP","60","443  >  51346 [ACK] Seq=6532 Ack=1931 Win=73728 Len=0","443","51346"
"3074","8.287623","0.000000","142.250.75.34","192.168.68.121","TLSv1.3","1454","[TLS segment of a reassembled PDU]","443","51339"
"3075","8.287623","0.000000","162.159.61.3","192.168.68.121","TCP","60","443  >  51286 [ACK] Seq=56111 Ack=22836 Win=344064 Len=0","443","51286"
"3076","8.287698","0.000075","192.168.68.121","142.250.75.34","TCP","54","51339  >  443 [ACK] Seq=4042 Ack=20874 Win=131584 Len=0","51339","443"
