"No.","Time","Delta-time","Source","Destination","Protocol","Length","Info","Source port","Destination port"
"1631","45.138215","0.000385","fe80::dc4b:6313:da4f:dd3","ff02::1:3","LLMNR","108","Standard query 0xcdd0 PTR 254.198.168.192.in-addr.arpa","56223","5355"
"1632","45.138367","0.000152","192.168.68.121","224.0.0.252","LLMNR","88","Standard query 0xcdd0 PTR 254.198.168.192.in-addr.arpa","56223","5355"
"1633","45.158064","0.019697","192.168.1.1","192.168.68.121","DNS","140","Standard query response 0x5ec2 No such name PTR 1.68.168.192.in-addr.arpa SOA 168.192.IN-ADDR.ARPA","53","60787"
"1634","45.158758","0.000694","192.168.68.121","224.0.0.251","MDNS","91","Standard query 0x0000 PTR 1.68.168.192.in-addr.arpa.local, ""QM"" question","5353","5353"
"1635","45.159048","0.000290","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","111","Standard query 0x0000 PTR 1.68.168.192.in-addr.arpa.local, ""QM"" question","5353","5353"
"1636","45.159409","0.000361","fe80::dc4b:6313:da4f:dd3","ff02::1:3","LLMNR","105","Standard query 0xa4d8 PTR 1.68.168.192.in-addr.arpa","58318","5355"
"1637","45.159524","0.000115","192.168.68.121","224.0.0.252","LLMNR","85","Standard query 0xa4d8 PTR 1.68.168.192.in-addr.arpa","58318","5355"
"1638","45.159873","0.000349","192.168.68.121","224.0.0.251","MDNS","91","Standard query 0x0000 PTR 1.68.168.192.in-addr.arpa.local, ""QM"" question","5353","5353"
"1639","45.160125","0.000252","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","111","Standard query 0x0000 PTR 1.68.168.192.in-addr.arpa.local, ""QM"" question","5353","5353"
"1640","45.160402","0.000277","fe80::dc4b:6313:da4f:dd3","ff02::1:3","LLMNR","105","Standard query 0xa00b PTR 1.68.168.192.in-addr.arpa","53079","5355"
"1641","45.160550","0.000148","192.168.68.121","224.0.0.252","LLMNR","85","Standard query 0xa00b PTR 1.68.168.192.in-addr.arpa","53079","5355"
"1642","45.170353","0.009803","172.64.41.3","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51003 [ACK] Seq=1181 Ack=431 Win=24 Len=0 SLE=430 SRE=431","443","51003"
"1643","45.172158","0.001805","192.168.68.1","192.168.68.121","DNS","143","Standard query response 0xd988 No such name PTR 254.198.168.192.in-addr.arpa SOA 168.192.IN-ADDR.ARPA","53","53483"
"1644","45.194074","0.021916","142.250.75.170","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51005 [ACK] Seq=226 Ack=613 Win=20 Len=0 SLE=612 SRE=613","443","51005"
"1645","45.213254","0.019180","20.190.147.4","192.168.68.121","TCP","1454","443  >  51214 [ACK] Seq=1 Ack=211 Win=69632 Len=1400 [TCP PDU reassembled in 1648]","443","51214"
"1646","45.213254","0.000000","20.190.147.4","192.168.68.121","TCP","1454","443  >  51214 [PSH, ACK] Seq=1401 Ack=211 Win=69632 Len=1400 [TCP PDU reassembled in 1648]","443","51214"
"1647","45.213254","0.000000","20.190.147.4","192.168.68.121","TCP","1454","443  >  51214 [ACK] Seq=2801 Ack=211 Win=69632 Len=1400 [TCP PDU reassembled in 1648]","443","51214"
"1648","45.213254","0.000000","20.190.147.4","192.168.68.121","TLSv1.2","92","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done","443","51214"
"1649","45.213330","0.000076","192.168.68.121","20.190.147.4","TCP","54","51214  >  443 [ACK] Seq=211 Ack=4239 Win=262144 Len=0","51214","443"
"1650","45.239781","0.026451","192.168.68.121","20.190.147.4","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message","51214","443"
"1651","45.254477","0.014696","20.190.147.4","192.168.68.121","TCP","60","443  >  51214 [ACK] Seq=4239 Ack=369 Win=69632 Len=0","443","51214"
"1652","45.285719","0.031242","192.168.68.121","142.250.75.46","TCP","55","[TCP Keep-Alive] 51123  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1","51123","443"
"1653","45.305256","0.019537","142.250.75.46","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51123 [ACK] Seq=1 Ack=2 Win=19 Len=0 SLE=1 SRE=2","443","51123"
"1654","45.317716","0.012460","20.190.147.4","192.168.68.121","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message","443","51214"
"1655","45.317769","0.000053","192.168.68.121","20.190.147.4","TCP","54","51214  >  443 [ACK] Seq=369 Ack=4290 Win=261888 Len=0","51214","443"
"1656","45.318971","0.001202","192.168.68.121","20.190.147.4","TLSv1.2","141","Application Data","51214","443"
"1657","45.319065","0.000094","192.168.68.121","20.190.147.4","TLSv1.2","545","Application Data","51214","443"
"1658","45.319160","0.000095","192.168.68.121","20.190.147.4","TCP","1454","51214  >  443 [ACK] Seq=947 Ack=4290 Win=261888 Len=1400 [TCP PDU reassembled in 1659]","51214","443"
"1659","45.319160","0.000000","192.168.68.121","20.190.147.4","TLSv1.2","1287","Application Data","51214","443"
"1660","45.319258","0.000098","192.168.68.121","20.190.147.4","TLSv1.2","92","Application Data","51214","443"
"1661","45.319970","0.000712","20.190.147.4","192.168.68.121","TLSv1.2","123","Application Data","443","51214"
"1662","45.320018","0.000048","192.168.68.121","20.190.147.4","TCP","54","51214  >  443 [ACK] Seq=3618 Ack=4359 Win=261888 Len=0","51214","443"
"1663","45.320144","0.000126","192.168.68.121","20.190.147.4","TLSv1.2","92","Application Data","51214","443"
"1664","45.347072","0.026928","20.190.147.4","192.168.68.121","TCP","60","443  >  51214 [ACK] Seq=4359 Ack=456 Win=69632 Len=0","443","51214"
"1665","45.350198","0.003126","20.190.147.4","192.168.68.121","TCP","60","443  >  51214 [ACK] Seq=4359 Ack=947 Win=69632 Len=0","443","51214"
"1666","45.350198","0.000000","20.190.147.4","192.168.68.121","TCP","60","443  >  51214 [ACK] Seq=4359 Ack=2347 Win=73728 Len=0","443","51214"
"1667","45.350198","0.000000","20.190.147.4","192.168.68.121","TCP","60","443  >  51214 [ACK] Seq=4359 Ack=3580 Win=77824 Len=0","443","51214"
"1668","45.350340","0.000142","20.190.147.4","192.168.68.121","TCP","60","443  >  51214 [ACK] Seq=4359 Ack=3618 Win=77824 Len=0","443","51214"
"1669","45.350340","0.000000","20.190.147.4","192.168.68.121","TCP","60","443  >  51214 [ACK] Seq=4359 Ack=3656 Win=77824 Len=0","443","51214"
"1670","45.412347","0.062007","20.190.147.4","192.168.68.121","TLSv1.2","92","Application Data","443","51214"
"1671","45.412444","0.000097","192.168.68.121","20.190.147.4","TCP","54","51214  >  443 [ACK] Seq=3656 Ack=4397 Win=261888 Len=0","51214","443"
"1672","45.445891","0.033447","192.168.68.121","142.250.75.142","TCP","55","[TCP Keep-Alive] 51205  >  443 [ACK] Seq=2387 Ack=9483 Win=131584 Len=1","51205","443"
"1673","45.462964","0.017073","142.250.75.142","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51205 [ACK] Seq=9483 Ack=2388 Win=77824 Len=0 SLE=2387 SRE=2388","443","51205"
"1674","45.485163","0.022199","192.168.68.121","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources","",""
"1675","45.485380","0.000217","fe80::dc4b:6313:da4f:dd3","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","",""
"1676","45.546601","0.061221","fe80::dc4b:6313:da4f:dd3","ff02::1:3","LLMNR","107","Standard query 0x2625 PTR 254.76.168.192.in-addr.arpa","55162","5355"
"1677","45.546775","0.000174","192.168.68.121","224.0.0.252","LLMNR","87","Standard query 0x2625 PTR 254.76.168.192.in-addr.arpa","55162","5355"
"1678","45.565961","0.019186","fe80::dc4b:6313:da4f:dd3","ff02::1:3","LLMNR","108","Standard query 0xcdd0 PTR 254.198.168.192.in-addr.arpa","56223","5355"
"1679","45.566048","0.000087","192.168.68.121","224.0.0.252","LLMNR","88","Standard query 0xcdd0 PTR 254.198.168.192.in-addr.arpa","56223","5355"
"1680","45.586550","0.020502","fe80::dc4b:6313:da4f:dd3","ff02::1:3","LLMNR","105","Standard query 0xa4d8 PTR 1.68.168.192.in-addr.arpa","58318","5355"
"1681","45.586551","0.000001","fe80::dc4b:6313:da4f:dd3","ff02::1:3","LLMNR","105","Standard query 0xa00b PTR 1.68.168.192.in-addr.arpa","53079","5355"
"1682","45.586619","0.000068","192.168.68.121","224.0.0.252","LLMNR","85","Standard query 0xa00b PTR 1.68.168.192.in-addr.arpa","53079","5355"
"1683","45.586653","0.000034","192.168.68.121","224.0.0.252","LLMNR","85","Standard query 0xa4d8 PTR 1.68.168.192.in-addr.arpa","58318","5355"
"1684","45.617218","0.030565","20.190.147.4","192.168.68.121","TCP","1454","443  >  51214 [ACK] Seq=4397 Ack=3656 Win=77824 Len=1400 [TCP PDU reassembled in 1686]","443","51214"
"1685","45.617267","0.000049","192.168.68.121","20.190.147.4","TCP","54","51214  >  443 [ACK] Seq=3656 Ack=5797 Win=262144 Len=0","51214","443"
"1686","45.619788","0.002521","20.190.147.4","192.168.68.121","TLSv1.2","248","Application Data","443","51214"
"1687","45.619842","0.000054","192.168.68.121","20.190.147.4","TCP","54","51214  >  443 [ACK] Seq=3656 Ack=5991 Win=261888 Len=0","51214","443"
"1688","45.651091","0.031249","192.168.68.121","20.190.147.4","TCP","54","51214  >  443 [RST, ACK] Seq=3656 Ack=5991 Win=0 Len=0","51214","443"
"1689","45.651579","0.000488","192.168.68.100","255.255.255.255","UDP","207","20000  >  10002 Len=165","20000","10002"
"1690","46.145617","0.494038","192.168.68.121","224.0.0.251","MDNS","93","Standard query 0x0000 PTR 254.76.168.192.in-addr.arpa.local, ""QM"" question","5353","5353"
"1691","46.146063","0.000446","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","113","Standard query 0x0000 PTR 254.76.168.192.in-addr.arpa.local, ""QM"" question","5353","5353"
"1692","46.146642","0.000579","192.168.68.121","224.0.0.251","MDNS","94","Standard query 0x0000 PTR 254.198.168.192.in-addr.arpa.local, ""QM"" question","5353","5353"
"1693","46.147077","0.000435","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","114","Standard query 0x0000 PTR 254.198.168.192.in-addr.arpa.local, ""QM"" question","5353","5353"
"1694","46.172452","0.025375","192.168.68.121","224.0.0.251","MDNS","91","Standard query 0x0000 PTR 1.68.168.192.in-addr.arpa.local, ""QM"" question","5353","5353"
"1695","46.172777","0.000325","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","111","Standard query 0x0000 PTR 1.68.168.192.in-addr.arpa.local, ""QM"" question","5353","5353"
"1696","46.173209","0.000432","192.168.68.121","224.0.0.251","MDNS","91","Standard query 0x0000 PTR 1.68.168.192.in-addr.arpa.local, ""QM"" question","5353","5353"
"1697","46.173593","0.000384","fe80::dc4b:6313:da4f:dd3","ff02::fb","MDNS","111","Standard query 0x0000 PTR 1.68.168.192.in-addr.arpa.local, ""QM"" question","5353","5353"
"1698","46.230597","0.057004","192.168.68.121","142.250.75.110","TCP","55","[TCP Keep-Alive] 51180  >  443 [ACK] Seq=490 Ack=177 Win=513 Len=1","51180","443"
"1699","46.230597","0.000000","192.168.68.121","108.177.122.94","TCP","55","[TCP Keep-Alive] 51181  >  443 [ACK] Seq=1151 Ack=177 Win=512 Len=1","51181","443"
"1700","46.255204","0.024607","142.250.75.110","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51180 [ACK] Seq=177 Ack=491 Win=20 Len=0 SLE=490 SRE=491","443","51180"
"1701","46.255204","0.000000","108.177.122.94","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51181 [ACK] Seq=177 Ack=1152 Win=22 Len=0 SLE=1151 SRE=1152","443","51181"
"1702","46.255527","0.000323","192.168.68.121","108.177.122.94","TCP","55","[TCP Keep-Alive] 51186  >  443 [ACK] Seq=489 Ack=177 Win=509 Len=1","51186","443"
"1703","46.275383","0.019856","192.168.68.121","74.125.71.84","TCP","55","[TCP Keep-Alive] 51179  >  443 [ACK] Seq=547 Ack=177 Win=510 Len=1","51179","443"
"1704","46.279765","0.004382","108.177.122.94","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51186 [ACK] Seq=177 Ack=490 Win=21 Len=0 SLE=489 SRE=490","443","51186"
"1705","46.293110","0.013345","74.125.71.84","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51179 [ACK] Seq=177 Ack=548 Win=20 Len=0 SLE=547 SRE=548","443","51179"
"1706","46.315161","0.022051","192.168.68.121","142.250.75.68","TCP","55","[TCP Keep-Alive] 50975  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1","50975","443"
"1707","46.332317","0.017156","142.250.75.68","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  50975 [ACK] Seq=1 Ack=2 Win=58 Len=0 SLE=1 SRE=2","443","50975"
"1708","46.654253","0.321936","192.168.68.100","255.255.255.255","UDP","207","20000  >  10002 Len=165","20000","10002"
"1709","46.694630","0.040377","192.168.68.121","192.168.1.1","DNS","70","Standard query 0xc372 A g.bing.com","58770","53"
"1710","46.720812","0.026182","192.168.1.1","192.168.68.121","DNS","162","Standard query response 0xc372 A g.bing.com CNAME g-bing-com.ax-0001.ax-msedge.net CNAME ax-0001.ax-msedge.net A 150.171.28.10 A 150.171.27.10","53","58770"
"1711","46.722092","0.001280","192.168.68.121","150.171.28.10","TCP","66","51216  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","51216","443"
"1712","46.741048","0.018956","150.171.28.10","192.168.68.121","TCP","66","443  >  51216 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=4096","443","51216"
"1713","46.741134","0.000086","192.168.68.121","150.171.28.10","TCP","54","51216  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0","51216","443"
"1714","46.743516","0.002382","192.168.68.121","150.171.28.10","TLSv1.2","249","Client Hello (SNI=g.bing.com)","51216","443"
"1715","46.759422","0.015906","150.171.28.10","192.168.68.121","TCP","60","443  >  51216 [ACK] Seq=1 Ack=196 Win=69632 Len=0","443","51216"
"1716","46.882496","0.123074","150.171.28.10","192.168.68.121","TCP","1454","443  >  51216 [ACK] Seq=1 Ack=196 Win=69632 Len=1400 [TCP PDU reassembled in 1722]","443","51216"
"1717","46.882496","0.000000","150.171.28.10","192.168.68.121","TCP","1454","443  >  51216 [PSH, ACK] Seq=1401 Ack=196 Win=69632 Len=1400 [TCP PDU reassembled in 1722]","443","51216"
"1718","46.882496","0.000000","150.171.28.10","192.168.68.121","TCP","1454","443  >  51216 [ACK] Seq=2801 Ack=196 Win=69632 Len=1400 [TCP PDU reassembled in 1722]","443","51216"
"1719","46.882496","0.000000","150.171.28.10","192.168.68.121","TCP","1454","443  >  51216 [PSH, ACK] Seq=4201 Ack=196 Win=69632 Len=1400 [TCP PDU reassembled in 1722]","443","51216"
"1720","46.882587","0.000091","192.168.68.121","150.171.28.10","TCP","54","51216  >  443 [ACK] Seq=196 Ack=5601 Win=262144 Len=0","51216","443"
"1721","46.884678","0.002091","150.171.28.10","192.168.68.121","TCP","1454","443  >  51216 [ACK] Seq=5601 Ack=196 Win=69632 Len=1400 [TCP PDU reassembled in 1722]","443","51216"
"1722","46.884678","0.000000","150.171.28.10","192.168.68.121","TLSv1.2","290","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done","443","51216"
"1723","46.884715","0.000037","192.168.68.121","150.171.28.10","TCP","54","51216  >  443 [ACK] Seq=196 Ack=7237 Win=262144 Len=0","51216","443"
"1724","46.904991","0.020276","192.168.68.121","150.171.28.10","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message","51216","443"
"1725","46.905632","0.000641","192.168.68.121","150.171.28.10","TLSv1.2","141","Application Data","51216","443"
"1726","46.908315","0.002683","192.168.68.121","150.171.28.10","TLSv1.2","356","Application Data","51216","443"
"1727","46.944760","0.036445","150.171.28.10","192.168.68.121","TCP","60","443  >  51216 [ACK] Seq=7237 Ack=354 Win=69632 Len=0","443","51216"
"1728","46.944760","0.000000","150.171.28.10","192.168.68.121","TCP","60","443  >  51216 [ACK] Seq=7237 Ack=441 Win=69632 Len=0","443","51216"
"1729","46.944760","0.000000","150.171.28.10","192.168.68.121","TCP","60","443  >  51216 [ACK] Seq=7237 Ack=743 Win=69632 Len=0","443","51216"
"1730","47.002001","0.057241","150.171.28.10","192.168.68.121","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message","443","51216"
"1731","47.002001","0.000000","150.171.28.10","192.168.68.121","TLSv1.2","123","Application Data","443","51216"
"1732","47.002049","0.000048","192.168.68.121","150.171.28.10","TCP","54","51216  >  443 [ACK] Seq=743 Ack=7648 Win=261632 Len=0","51216","443"
"1733","47.002396","0.000347","192.168.68.121","150.171.28.10","TLSv1.2","92","Application Data","51216","443"
"1734","47.020127","0.017731","150.171.28.10","192.168.68.121","TCP","60","443  >  51216 [ACK] Seq=7648 Ack=781 Win=69632 Len=0","443","51216"
"1735","47.061413","0.041286","150.171.28.10","192.168.68.121","TLSv1.2","92","Application Data","443","51216"
"1736","47.061458","0.000045","192.168.68.121","150.171.28.10","TCP","54","51216  >  443 [ACK] Seq=781 Ack=7686 Win=261632 Len=0","51216","443"
"1737","47.136793","0.075335","150.171.28.10","192.168.68.121","TLSv1.2","460","Application Data","443","51216"
"1738","47.136837","0.000044","192.168.68.121","150.171.28.10","TCP","54","51216  >  443 [ACK] Seq=781 Ack=8092 Win=261120 Len=0","51216","443"
"1739","47.138807","0.001970","192.168.68.121","150.171.28.10","TLSv1.2","237","Application Data","51216","443"
"1740","47.145781","0.006974","192.168.68.121","142.250.75.78","TCP","55","[TCP Keep-Alive] 51138  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1","51138","443"
"1741","47.154499","0.008718","150.171.28.10","192.168.68.121","TCP","60","443  >  51216 [ACK] Seq=8092 Ack=964 Win=73728 Len=0","443","51216"
"1742","47.162369","0.007870","142.250.75.78","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51138 [ACK] Seq=1 Ack=2 Win=19 Len=0 SLE=1 SRE=2","443","51138"
"1743","47.290216","0.127847","150.171.28.10","192.168.68.121","TLSv1.2","203","Application Data","443","51216"
"1744","47.290269","0.000053","192.168.68.121","150.171.28.10","TCP","54","51216  >  443 [ACK] Seq=964 Ack=8241 Win=261120 Len=0","51216","443"
"1745","47.455144","0.164875","192.168.68.121","34.120.195.249","TCP","55","[TCP Keep-Alive] 51007  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1","51007","443"
"1746","47.475052","0.019908","34.120.195.249","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51007 [ACK] Seq=1 Ack=2 Win=40 Len=0 SLE=1 SRE=2","443","51007"
"1747","47.575356","0.100304","192.168.68.121","142.250.75.78","TCP","55","[TCP Keep-Alive] 51077  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1","51077","443"
"1748","47.594480","0.019124","TPLink_c5:e0:64","Broadcast","ARP","60","Who has 192.168.68.103? Tell 192.168.68.1","",""
"1749","47.601539","0.007059","142.250.75.78","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51077 [ACK] Seq=1 Ack=2 Win=21 Len=0 SLE=1 SRE=2","443","51077"
"1750","47.660602","0.059063","192.168.68.100","255.255.255.255","UDP","207","20000  >  10002 Len=165","20000","10002"
"1751","47.675328","0.014726","192.168.68.121","142.250.75.68","TCP","55","[TCP Keep-Alive] 51059  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1","51059","443"
"1752","47.698164","0.022836","142.250.75.68","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51059 [ACK] Seq=1 Ack=2 Win=39 Len=0 SLE=1 SRE=2","443","51059"
"1753","48.365347","0.667183","192.168.68.121","172.64.155.119","TCP","55","[TCP Keep-Alive] 51012  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1","51012","443"
"1754","48.380087","0.014740","172.64.155.119","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51012 [ACK] Seq=1 Ack=2 Win=19 Len=0 SLE=1 SRE=2","443","51012"
"1755","48.654877","0.274790","192.168.68.100","255.255.255.255","UDP","207","20000  >  10002 Len=165","20000","10002"
"1756","48.915500","0.260623","192.168.68.121","199.232.168.157","TCP","55","[TCP Keep-Alive] 51013  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1","51013","443"
"1757","48.934206","0.018706","199.232.168.157","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51013 [ACK] Seq=1 Ack=2 Win=19 Len=0 SLE=1 SRE=2","443","51013"
"1758","49.075348","0.141142","192.168.68.121","65.9.112.116","TCP","55","[TCP Keep-Alive] 51019  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1","51019","443"
"1759","49.075348","0.000000","192.168.68.121","142.250.75.131","TCP","55","[TCP Keep-Alive] 51140  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1","51140","443"
"1760","49.095518","0.020170","142.250.75.131","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51140 [ACK] Seq=1 Ack=2 Win=19 Len=0 SLE=1 SRE=2","443","51140"
"1761","49.095518","0.000000","65.9.112.116","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51019 [ACK] Seq=1 Ack=2 Win=21 Len=0 SLE=1 SRE=2","443","51019"
"1762","49.142753","0.047235","192.168.68.121","142.250.75.106","TCP","55","[TCP Keep-Alive] 51073  >  443 [ACK] Seq=1 Ack=1 Win=508 Len=1","51073","443"
"1763","49.160649","0.017896","142.250.75.106","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51073 [ACK] Seq=1 Ack=2 Win=23 Len=0 SLE=1 SRE=2","443","51073"
"1764","49.395539","0.234890","192.168.68.121","104.244.42.3","TCP","55","[TCP Keep-Alive] 51035  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1","51035","443"
"1765","49.395539","0.000000","192.168.68.121","142.250.75.66","TCP","55","[TCP Keep-Alive] 51040  >  443 [ACK] Seq=408 Ack=224 Win=511 Len=1","51040","443"
"1766","49.420602","0.025063","142.250.75.66","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51040 [ACK] Seq=224 Ack=409 Win=22 Len=0 SLE=408 SRE=409","443","51040"
"1767","49.420602","0.000000","104.244.42.3","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51035 [ACK] Seq=1 Ack=2 Win=22 Len=0 SLE=1 SRE=2","443","51035"
"1768","49.434961","0.014359","192.168.68.121","142.250.75.35","TCP","55","[TCP Keep-Alive] 51108  >  443 [ACK] Seq=437 Ack=252 Win=511 Len=1","51108","443"
"1769","49.434968","0.000007","192.168.68.121","172.66.0.227","TCP","55","[TCP Keep-Alive] 51034  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1","51034","443"
"1770","49.457500","0.022532","142.250.75.35","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51108 [ACK] Seq=252 Ack=438 Win=21 Len=0 SLE=437 SRE=438","443","51108"
"1771","49.461062","0.003562","172.66.0.227","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51034 [ACK] Seq=1 Ack=2 Win=25 Len=0 SLE=1 SRE=2","443","51034"
"1772","49.657540","0.196478","192.168.68.100","255.255.255.255","UDP","207","20000  >  10002 Len=165","20000","10002"
"1773","50.142060","0.484520","192.168.68.121","162.159.61.3","TCP","55","[TCP Keep-Alive] 50973  >  443 [ACK] Seq=930 Ack=2337 Win=514 Len=1","50973","443"
"1774","50.142060","0.000000","192.168.68.121","142.250.75.104","TCP","55","[TCP Keep-Alive] 51011  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1","51011","443"
"1775","50.163353","0.021293","142.250.75.104","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51011 [ACK] Seq=1 Ack=2 Win=22 Len=0 SLE=1 SRE=2","443","51011"
"1776","50.167260","0.003907","162.159.61.3","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  50973 [ACK] Seq=2337 Ack=931 Win=119 Len=0 SLE=930 SRE=931","443","50973"
"1777","50.235403","0.068143","192.168.68.121","199.232.210.251","TCP","55","[TCP Keep-Alive] 51121  >  443 [ACK] Seq=158 Ack=715 Win=511 Len=1","51121","443"
"1778","50.253854","0.018451","199.232.210.251","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51121 [ACK] Seq=715 Ack=159 Win=19 Len=0 SLE=158 SRE=159","443","51121"
"1779","50.375314","0.121460","192.168.68.121","82.102.152.33","TCP","55","[TCP Keep-Alive] 51133  >  443 [ACK] Seq=662 Ack=72005 Win=514 Len=1","51133","443"
"1780","50.391345","0.016031","Espressif_f4:2c:0e","Broadcast","ARP","42","ARP Announcement for 192.168.68.100","",""
"1781","50.395460","0.004115","192.168.68.121","74.125.133.188","TCP","55","[TCP Keep-Alive] 51143  >  5228 [ACK] Seq=1 Ack=1 Win=511 Len=1","51143","5228"
"1782","50.399037","0.003577","82.102.152.33","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51133 [ACK] Seq=72005 Ack=663 Win=19 Len=0 SLE=662 SRE=663","443","51133"
"1783","50.415681","0.016644","192.168.68.121","178.250.7.13","TCP","55","[TCP Keep-Alive] 51142  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1","51142","443"
"1784","50.426719","0.011038","74.125.133.188","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 5228  >  51143 [ACK] Seq=1 Ack=2 Win=19 Len=0 SLE=1 SRE=2","5228","51143"
"1785","50.434475","0.007756","178.250.7.13","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51142 [ACK] Seq=1 Ack=2 Win=19 Len=0 SLE=1 SRE=2","443","51142"
"1786","50.455505","0.021030","192.168.68.121","142.250.75.106","TCP","55","[TCP Keep-Alive] 51022  >  443 [ACK] Seq=235 Ack=217 Win=513 Len=1","51022","443"
"1787","50.497235","0.041730","142.250.75.106","192.168.68.121","TCP","66","[TCP Keep-Alive ACK] 443  >  51022 [ACK] Seq=217 Ack=236 Win=22 Len=0 SLE=235 SRE=236","443","51022"
"1788","50.499034","0.001799","192.168.68.121","192.168.1.1","DNS","92","Standard query 0xf735 A mobile.events.data.microsoft.com","52174","53"
"1789","50.535604","0.036570","192.168.68.121","192.168.68.1","DNS","92","Standard query 0xf735 A mobile.events.data.microsoft.com","52174","53"
"1790","50.556847","0.021243","192.168.1.1","192.168.68.121","DNS","212","Standard query response 0xf735 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus13.eastus.cloudapp.azure.com A 52.168.117.170","53","52174"
"1791","50.557385","0.000538","192.168.68.121","52.168.117.170","TCP","66","51218  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","51218","443"
"1792","50.575509","0.018124","192.168.68.121","173.194.76.156","TCP","55","[TCP Keep-Alive] 51147  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1","51147","443"
"1793","50.576957","0.001448","52.168.117.170","192.168.68.121","TCP","66","443  >  51218 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=4096","443","51218"
"1794","50.577022","0.000065","192.168.68.121","52.168.117.170","TCP","54","51218  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0","51218","443"
"1795","50.577157","0.000135","192.168.68.121","52.168.117.170","TLSv1.2","285","Client Hello (SNI=mobile.events.data.microsoft.com)","51218","443"
